province_name,nama_komoditas,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,luar_wilayah_hektar,tahun,hasil_panen
aceh,Bawang Merah (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,3615.0
aceh,Bawang Putih (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,161.0
aceh,Bawang Daun (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,2736.0
aceh,Kentang (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,8587.0
aceh,Kubis (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,4466.0
aceh,Kembang Kol (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,990.0
aceh,Petsai/Sawi (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,3520.0
aceh,Wortel (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,2300.0
aceh,Lobak (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,69.0
aceh,Kacang Merah (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,3425.0
aceh,Kacang Panjang (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,18507.0
aceh,Cabai Besar (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,35324.0
aceh,Cabai Rawit (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,28825.0
aceh,Tomat (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,24496.0
aceh,Terung (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,18454.0
aceh,Buncis (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,2869.0
aceh,Ketimun (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,22166.0
aceh,Labu Siam (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,2555.0
aceh,Kangkung (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,11209.0
aceh,Bayam (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,5620.0
aceh,Melinjo (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,15077.0
aceh,Paprika (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,1.1666666666666667
aceh,Petai (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,557.2857142857143
aceh,Jengkol (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,1634.142857142857
aceh,Jamur (Ton),21.927876281788222,31.04114113493761,26.11911768831746,84.09572970436415,15.20093853150235,3.184519519959197,5.1752626090869445,195.72037329822584,2.722760136359733,313649.0,2010.0,15.04
sumatera utara,Bawang Merah (Ton),22.77505863579537,32.16165729894376,27.03886986301369,83.49246575342465,15.100374999898913,4.277025772690907,4.510575292103143,219.4373009394756,2.504176543117556,468724.0,2010.0,9413.0
